beer_name,brewery_name,beer_type,beer_abv,beer_ibu,comment,venue_name,venue_city,venue_state,venue_country,venue_lat,venue_lng,rating_score,created_at,checkin_url,beer_url,brewery_url,brewery_country,brewery_city,brewery_state,flavor_profiles,purchase_venue,serving_type,checkin_id,bid,brewery_id,photo_url,global_rating_score,global_weighted_rating_score,tagged_friends,total_toasts,total_comments
"Cheshskoe Temnoe (Чешское Темное),""Vyatich (Вятич)"",""Lager - Dark"",3.8,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3.25,""2016-12-09 21:25:10"",https://untappd.com/c/391760841,https://untappd.com/beer/1713579,https://untappd.com/brewery/30700,Russia,Kirov,""Кировская область"",,,Bottle,391760841,1713579,30700,https://untappd.s3.amazonaws.com/photo/2016_12_09/dd3f5e0abc8b0a5e067f37a73e9584f3_raw.jpg,2.81,3.48,,1,0"
"Vyatich Klassicheskoe (Вятич Классическое),""Vyatich (Вятич)"",""Lager - Pale"",4.9,16,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3,""2016-12-12 22:27:26"",https://untappd.com/c/393237904,https://untappd.com/beer/176606,https://untappd.com/brewery/30700,Russia,Kirov,""Кировская область"",,,Bottle,393237904,176606,30700,https://untappd.s3.amazonaws.com/photo/2016_12_12/34df0e2eaf3897a42e78c99607bb90ea_raw.jpg,2.77,3.11,,1,0"
"Vyatich Bochkovoe (Вятич Бочковое),""Vyatich (Вятич)"",""Lager - Pale"",4.5,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3.5,""2016-12-15 22:07:36"",https://untappd.com/c/393921609,https://untappd.com/beer/205125,https://untappd.com/brewery/30700,Russia,Kirov,""Кировская область"",,,Bottle,393921609,205125,30700,https://untappd.s3.amazonaws.com/photo/2016_12_15/3f3574e32bc84af8dba1a82d301d102c_raw.jpg,2.71,3.25,,1,0"
"Noble,""Greene King"",""Lager - Euro Pale"",5,0,,""Минск / Мінск / Minsk (Мінск)"",,Беларусь,Беларусь,53.9034,27.5572,2,""2016-12-17 15:01:59"",https://untappd.com/c/394657299,https://untappd.com/beer/237537,https://untappd.com/brewery/612,England,""Bury St Edmunds"",Suffolk,,,Bottle,394657299,237537,612,https://untappd.s3.amazonaws.com/photo/2016_12_17/c2180f1c61739f0292379e199d84d6e3_raw.jpg,3.19,3.2,,1,0"
"Ryklio Kavinukas (Shark's Coffee Pot),""Brick by Brick (Raudonų Plytų Alaus Dirbtuvės)"",""Stout - Coffee"",4.5,20,,""Минск / Мінск / Minsk (Мінск)"",,Беларусь,Беларусь,53.9034,27.5572,3.5,""2016-12-17 15:44:12"",https://untappd.com/c/394660955,https://untappd.com/beer/918733,https://untappd.com/brewery/113218,Lithuania,Klaipėda,""Klaipėdos apskritis"",,,Bottle,394660955,918733,113218,https://untappd.s3.amazonaws.com/photo/2016_12_17/657f76e355657e4a53062b3a7c247055_raw.jpg,3.5,3.52,,1,0"
"Rizhskoe (Рижское),""Vyatich (Вятич)"",""Pilsner - Czech"",4.9,33,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3.5,""2016-12-19 22:46:01"",https://untappd.com/c/395689450,https://untappd.com/beer/540806,https://untappd.com/brewery/30700,Russia,Kirov,""Кировская область"",,,Bottle,395689450,540806,30700,https://untappd.s3.amazonaws.com/photo/2016_12_19/6628925f8db91c4615fc892768dc37de_raw.jpg,3.21,3.37,,1,0"
"LIDSKAE Premium Nippel,""Lidskoe Pivo (Лидское Пиво)"",""Lager - Euro Pale"",5,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,4,""2016-12-20 20:23:07"",https://untappd.com/c/395895145,https://untappd.com/beer/1858656,https://untappd.com/brewery/33625,Belarus,Lida,""Гродненская область"",,,Bottle,395895145,1858656,33625,https://untappd.s3.amazonaws.com/photo/2016_12_20/ccbc9fdfe6d56751d381a6cf491594a0_raw.jpg,2.95,3.18,,1,0"
"Blanche de Charleroi,""Brasserie de l'Abbaye d'Aulne"",Witbier,5,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3.75,""2016-12-20 21:04:49"",https://untappd.com/c/395902077,https://untappd.com/beer/163369,https://untappd.com/brewery/201,Belgium,Gozée,Wallonie,,,Bottle,395902077,163369,201,https://untappd.s3.amazonaws.com/photo/2016_12_20/a52edab26566b3343d40378b4d176319_raw.jpg,3.43,3.45,,1,0"
"Oyster Stout,""Marston's Brewery"",""Stout - Oyster"",4.5,30,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3.5,""2016-12-21 21:31:59"",https://untappd.com/c/396182986,https://untappd.com/beer/1804278,https://untappd.com/brewery/1517,England,Burton-on-Trent,Staffordshire,,,Bottle,396182986,1804278,1517,https://untappd.s3.amazonaws.com/photo/2016_12_21/1f76778d3ec2a783d123cfde407ac8cb_raw.jpg,3.51,3.52,,2,0"
"Tongerlo LUX,""Brouwerij Haacht Brasserie"",""Belgian Blonde"",6,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,2.5,""2016-12-22 22:50:56"",https://untappd.com/c/396542911,https://untappd.com/beer/4717,https://untappd.com/brewery/3426,Belgium,Boortmeerbeek,""Vlaams Brabant"",,,Bottle,396542911,4717,3426,https://untappd.s3.amazonaws.com/photo/2016_12_22/482e913d0971bd2f070926b09dffae2c_raw.jpg,3.52,3.52,,1,0"
"Tongerlo NOX,""Brouwerij Haacht Brasserie"",""Belgian Dubbel"",6.5,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3,""2016-12-22 23:37:58"",https://untappd.com/c/396563339,https://untappd.com/beer/4715,https://untappd.com/brewery/3426,Belgium,Boortmeerbeek,""Vlaams Brabant"",,,Bottle,396563339,4715,3426,https://untappd.s3.amazonaws.com/photo/2016_12_22/69ec2e2524ee6e9b0517e58b2c0d3e8b_raw.jpg,3.44,3.44,,1,0"
"Greene King IPA Reserve,""Greene King"",""IPA - English"",5.4,36,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,5,""2016-12-24 23:13:11"",https://untappd.com/c/397621180,https://untappd.com/beer/154589,https://untappd.com/brewery/612,England,""Bury St Edmunds"",Suffolk,,,Bottle,397621180,154589,612,https://untappd.s3.amazonaws.com/photo/2016_12_24/afe50d5bab320734d42df332597340ee_raw.jpg,3.29,3.31,,1,2"
"Žatecký Gus Černý,""Baltika Breweries (Балтика)"",Schwarzbier,3.5,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3.5,""2016-12-26 22:26:21"",https://untappd.com/c/398646533,https://untappd.com/beer/172294,https://untappd.com/brewery/999,Russia,""Saint Petersburg"",Санкт-Петербург,,,Bottle,398646533,172294,999,https://untappd.s3.amazonaws.com/photo/2016_12_26/594dee84fb9bd94a85f791b0daba4533_raw.jpg,2.89,2.96,,1,2"
"Žatecký Gus,""Baltika Breweries (Балтика)"",""Lager - Euro Pale"",4.6,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3,""2016-12-28 22:21:59"",https://untappd.com/c/399489160,https://untappd.com/beer/181553,https://untappd.com/brewery/999,Russia,""Saint Petersburg"",Санкт-Петербург,,,Bottle,399489160,181553,999,https://untappd.s3.amazonaws.com/photo/2016_12_28/67c23ea952cfebc1bba1ffb58e1c06ba_raw.jpg,2.73,2.76,,0,0"
"Amstel,""Amstel Bier"",""Lager - Euro Pale"",5,21,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,4.5,""2016-12-30 22:11:30"",https://untappd.com/c/400412384,https://untappd.com/beer/72160,https://untappd.com/brewery/37,Netherlands,Zoeterwoude,Zuid-Holland,,,Bottle,400412384,72160,37,https://untappd.s3.amazonaws.com/photo/2016_12_30/d6b5164346611d94b354dc2f032dc023_raw.jpg,2.85,2.85,,0,0"
"ИСКРА (ISKRA),""Bakunin Brewing Co."",""Brown Ale - American"",6,38,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,4,""2017-01-02 22:48:00"",https://untappd.com/c/402180529,https://untappd.com/beer/606706,https://untappd.com/brewery/73864,Russia,""Saint Petersburg"",Санкт-Петербург,,,Bottle,402180529,606706,73864,https://untappd.s3.amazonaws.com/photo/2017_01_02/6abd5d8ecc21472d512e8826dfe0472d_raw.jpg,3.78,3.77,,0,0"
"Aecht Schlenkerla Rauchbier - Märzen,""Schlenkerla (""""Heller-Bräu"""" Trum)"",Rauchbier,5.1,30,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,2.5,""2017-01-04 22:26:59"",https://untappd.com/c/402629620,https://untappd.com/beer/471,https://untappd.com/brewery/2001,Germany,Bamberg,Bayern,,Е-Сити,Bottle,402629620,471,2001,https://untappd.s3.amazonaws.com/photo/2017_01_04/dc3affde08634c5dd810139cf735ac78_raw.jpg,3.57,3.57,,0,0"
"Sandels 4.7%,Olvi,""Lager - Euro Pale"",4.7,15,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,2.75,""2017-01-06 22:14:42"",https://untappd.com/c/403142291,https://untappd.com/beer/9459,https://untappd.com/brewery/2655,Finland,Iisalmi,Itä-Suomi,,,Bottle,403142291,9459,2655,https://untappd.s3.amazonaws.com/photo/2017_01_06/f6eb9568f4cae5ce7789af4383ee807e_raw.jpg,2.81,2.82,,1,0"
"Holsten Pilsener,Holsten-Brauerei,""Pilsner - German"",4.8,28,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,2.5,""2017-01-08 22:12:18"",https://untappd.com/c/404185263,https://untappd.com/beer/31426,https://untappd.com/brewery/668,Germany,Altona-Nord,Hamburg,,,Bottle,404185263,31426,668,https://untappd.s3.amazonaws.com/photo/2017_01_08/cfdf8dc157be3ef805806b2631c434ef_raw.jpg,2.92,2.92,,1,0"
"Baltika #3 Classic,""Baltika Breweries (Балтика)"",""Lager - Pale"",4.8,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3.5,""2017-01-09 21:11:38"",https://untappd.com/c/404458296,https://untappd.com/beer/18063,https://untappd.com/brewery/999,Russia,""Saint Petersburg"",Санкт-Петербург,,,Bottle,404458296,18063,999,https://untappd.s3.amazonaws.com/photo/2017_01_09/2f32748fd6e1fb4b6571dbbb1b0340b1_raw.jpg,2.86,2.87,,1,0"
"Carlsberg,""Carlsberg Group"",""Lager - Euro Pale"",5,8,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3,""2017-01-10 21:25:56"",https://untappd.com/c/404643379,https://untappd.com/beer/5991,https://untappd.com/brewery/344,Denmark,Copenhagen,""Region Hovedstaden"",,,Bottle,404643379,5991,344,https://untappd.s3.amazonaws.com/photo/2017_01_10/7ce9c3ff4c617ff68df1154904aaa3ed_raw.jpg,2.97,2.97,,2,0"
"Baltika #0 Non-Alcoholic,""Baltika Breweries (Балтика)"",""Non-Alcoholic Beer"",0.5,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3,""2017-01-11 23:26:02"",https://untappd.com/c/404858612,https://untappd.com/beer/20092,https://untappd.com/brewery/999,Russia,""Saint Petersburg"",Санкт-Петербург,,,Bottle,404858612,20092,999,https://untappd.s3.amazonaws.com/photo/2017_01_11/6cb4bac0df9d7b36c76fb06d94eed84b_raw.jpg,2.34,2.44,,2,0"
"Baltika #7 Export,""Baltika Breweries (Балтика)"",""Lager - Dortmunder / Export"",5.4,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,1,""2017-01-12 00:06:29"",https://untappd.com/c/404867197,https://untappd.com/beer/7097,https://untappd.com/brewery/999,Russia,""Saint Petersburg"",Санкт-Петербург,,,Bottle,404867197,7097,999,https://untappd.s3.amazonaws.com/photo/2017_01_11/606f94a6acd40b1c93f4fbd79d46e3c1_raw.jpg,3.02,3.03,,1,0"
"Alivaria Porter (Аливария Портер),""Пивоваренная компания «Аливария» (Alivaria Brewery)"",""Porter - Other"",6.5,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,4.25,""2017-01-12 20:36:22"",https://untappd.com/c/405056209,https://untappd.com/beer/20787,https://untappd.com/brewery/5861,Belarus,Минск,Minsk,,,Bottle,405056209,20787,5861,https://untappd.s3.amazonaws.com/photo/2017_01_12/dfa420f015f1cbc6ac717f9541ab4ed3_raw.jpg,3.16,3.23,,2,0"
"Baltika Cooler (Балтика Кулер),""Baltika Breweries (Балтика)"",""Lager - Pale"",4.7,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,1.5,""2017-01-14 22:05:01"",https://untappd.com/c/405930112,https://untappd.com/beer/20093,https://untappd.com/brewery/999,Russia,""Saint Petersburg"",Санкт-Петербург,,,Bottle,405930112,20093,999,https://untappd.s3.amazonaws.com/photo/2017_01_14/40ac164529cba53dda6cc8e0f73e7a57_raw.jpg,2.47,2.6,,1,0"
"Пивная карта Dubbel,""Krinitsa (Криница)"",""Belgian Dubbel"",6.4,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3.5,""2017-01-16 22:43:02"",https://untappd.com/c/406970003,https://untappd.com/beer/1882720,https://untappd.com/brewery/5860,Belarus,""Partyzanski District"",Минск,,,Bottle,406970003,1882720,5860,https://untappd.s3.amazonaws.com/photo/2017_01_16/44d0b679d770f11dc801fa1ebb820b9b_raw.jpg,3.37,3.47,,1,0"
"Stary Melnik Svetloe (Старый Мельник Светлое),""Moscow-Efes Brewery (Пивоварня Москва-Эфес)"",""Lager - Pale"",4.7,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3.5,""2017-01-18 22:14:50"",https://untappd.com/c/407367709,https://untappd.com/beer/20107,https://untappd.com/brewery/33116,Russia,Moscow,Москва,,,Bottle,407367709,20107,33116,https://untappd.s3.amazonaws.com/photo/2017_01_18/93318363dac98251d4565b14fd15f6a5_raw.jpg,2.61,2.69,,2,0"
"Zolotaya Bochka Svetloe (Золотая Бочка Светлое),""Moscow-Efes Brewery (Пивоварня Москва-Эфес)"",""Lager - Pale"",4.7,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3,""2017-01-21 23:04:36"",https://untappd.com/c/408513808,https://untappd.com/beer/26202,https://untappd.com/brewery/33116,Russia,Moscow,Москва,,,Bottle,408513808,26202,33116,https://untappd.s3.amazonaws.com/photo/2017_01_21/85278afefaa6e705c3ba86d782ebbff6_raw.jpg,2.5,2.71,,1,0"
"Bely Medved Svetloe (Белый Медведь Светлое),""Moscow-Efes Brewery (Пивоварня Москва-Эфес)"",""Lager - Pale"",5,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,1.5,""2017-01-24 23:38:53"",https://untappd.com/c/409607124,https://untappd.com/beer/591148,https://untappd.com/brewery/33116,Russia,Moscow,Москва,,,Bottle,409607124,591148,33116,https://untappd.s3.amazonaws.com/photo/2017_01_24/ff47c0a097880bfbcee30d5182f220fd_raw.jpg,2.53,2.67,,1,0"
"Crimson Cherry,Švyturys,""Fruit Beer"",5.5,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3.5,""2017-01-26 22:25:58"",https://untappd.com/c/410050079,https://untappd.com/beer/1478856,https://untappd.com/brewery/1331,Lithuania,Klaipėda,""Klaipėdos apskritis"",,,Can,410050079,1478856,1331,https://untappd.s3.amazonaws.com/photo/2017_01_26/5b0f05048628642929e9543cc7c8f333_raw.jpg,2.44,2.94,,1,0"
"Music Non Stop Techno POP,""To Øl"",""Pilsner - Other"",4.5,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,4.5,""2017-01-28 22:47:58"",https://untappd.com/c/410976605,https://untappd.com/beer/644969,https://untappd.com/brewery/2241,Denmark,Copenhagen,""Region Hovedstaden"",,""BeerCap barshop"",Bottle,410976605,644969,2241,https://untappd.s3.amazonaws.com/photo/2017_01_28/8f889e9df2d3038713d79fd0a50c77f0_raw.jpg,3.72,3.71,,1,0"
"Notorious,""O'Hara's Brewery "",""IPA - Red"",5,40,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,4.5,""2017-01-28 22:57:01"",https://untappd.com/c/410984956,https://untappd.com/beer/1414197,https://untappd.com/brewery/342,Ireland,Bagenalstown,Leinster,,,Bottle,410984956,1414197,342,,3.46,3.48,,0,0"
"Pale Ale Citra,""Brouwerij Kees"",""Pale Ale - American"",4.6,52,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3.75,""2017-02-02 21:12:31"",https://untappd.com/c/412522534,https://untappd.com/beer/991053,https://untappd.com/brewery/188723,Netherlands,Middelburg,Zeeland,,""BeerCap barshop"",Bottle,412522534,991053,188723,https://untappd.s3.amazonaws.com/photo/2017_02_02/a3500f464ba1710e4d7ce56560f9abb9_raw.jpg,3.5,3.5,,1,0"
"Lentehop,""Brouwerij De Molen"",""IPA - American"",6.2,36,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,2,""2017-02-02 22:22:42"",https://untappd.com/c/412536522,https://untappd.com/beer/69103,https://untappd.com/brewery/3367,Netherlands,Bodegraven,Zuid-Holland,,""BeerCap barshop"",Bottle,412536522,69103,3367,https://untappd.s3.amazonaws.com/photo/2017_02_02/1918ad75fc856198b0d52b431b2c263b_raw.jpg,3.65,3.65,,1,0"
"Жыцень / Zhycien,""TRYE Beer"",""Bock - Weizenbock"",6.5,20,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,2.5,""2017-02-05 22:37:22"",https://untappd.com/c/414132367,https://untappd.com/beer/1862696,https://untappd.com/brewery/248415,Belarus,""Новое Поле"",""Минская область"",,""BeerCap barshop"",Bottle,414132367,1862696,248415,https://untappd.s3.amazonaws.com/photo/2017_02_05/3da1ab542fc03508ffc69518b700d80e_raw.jpg,3.54,3.58,,0,0"
"Sessions: Sofa King Pale,""To Øl"",""Pale Ale - American"",4.7,47,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,4.5,""2017-02-07 21:32:33"",https://untappd.com/c/414767781,https://untappd.com/beer/567647,https://untappd.com/brewery/2241,Denmark,Copenhagen,""Region Hovedstaden"",,""BeerCap barshop"",Bottle,414767781,567647,2241,https://untappd.s3.amazonaws.com/photo/2017_02_07/36647f37eb559166306d8993558e222a_raw.jpg,3.59,3.59,,0,0"
"Saint & Sinner,""Brouwerij De Molen"",""IPA - Belgian"",6.1,35,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,2,""2017-02-07 22:46:03"",https://untappd.com/c/414779782,https://untappd.com/beer/1116281,https://untappd.com/brewery/3367,Netherlands,Bodegraven,Zuid-Holland,,""BeerCap barshop"",Bottle,414779782,1116281,3367,https://untappd.s3.amazonaws.com/photo/2017_02_07/34f611a67c57fb80f97f8537e6d7062f_raw.jpg,3.64,3.64,,0,0"
"Kriek (out of production),""Lidskoe Pivo (Лидское Пиво)"",""Fruit Beer"",4.6,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3.25,""2017-02-10 22:04:10"",https://untappd.com/c/415537772,https://untappd.com/beer/1924660,https://untappd.com/brewery/33625,Belarus,Lida,""Гродненская область"",fruity,Е-Сити,Bottle,415537772,1924660,33625,https://untappd.s3.amazonaws.com/photo/2017_02_10/20cf34f8c4efffc1af6c09a52df59abe_raw.jpg,2.73,2.99,,0,0"
"Juodas,Švyturys,""Stout - Other"",4.5,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3.75,""2017-02-12 21:48:34"",https://untappd.com/c/416775304,https://untappd.com/beer/1093952,https://untappd.com/brewery/1331,Lithuania,Klaipėda,""Klaipėdos apskritis"",,Е-Сити,Can,416775304,1093952,1331,https://untappd.s3.amazonaws.com/photo/2017_02_12/f4cfe6f78f618e9695866b86c112ad68_raw.jpg,3.27,3.37,,0,0"
"Rigas Alus,""Полтавпиво (Poltavpivo)"",""Lager - Pale"",4.6,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3.5,""2017-02-14 22:30:54"",https://untappd.com/c/417286686,https://untappd.com/beer/541653,https://untappd.com/brewery/32046,Ukraine,Полтава,,malty,Е-Сити,Bottle,417286686,541653,32046,https://untappd.s3.amazonaws.com/photo/2017_02_14/4350beca02b5fbf4598859d08b1d2416_raw.jpg,2.73,3.07,,0,0"
